	Aply16	Aply21	Aply22	Aply23	gb10	gb10f	gb1	gb126	gb1f	gb2	gb278	gb2f	gb305	gb3	gb3f	gb4	gb5	gb56f	gb6	gb7	gb8	gb9	gb9f	Pf10	Pf11	Pf12	Pf4	Pf5	Pf6	Pf7	Pf8	Pf9	sw7	sw8	sw9
gb|c05356_NODE_53...region001|GC_DNA--Entryname=betalactone--OS=5356_length_9645_cov_5_330031--SMASHregion=region001--NR=11--BG=9	3.338069308440396	5.524349160610851	3.4510340119676757	2.1609948763261624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.799217277903386	6.489069133088053	5.546236930652648	0.0	4.875675609649681	3.4455204093464764	5.215841259424666	4.813970960848418	3.3584075202535164	0.0	0.0	0.0
gb|c05396_NODE_53...region001|GC_DNA--Entryname=LAP:thiopeptide--OS=5396_length_9845_cov_4_612870--SMASHregion=region001--NR=4--BG=2	0.0	0.0	0.14244214557189688	0.0	4.672626308860204	0.0	3.9657095831874685	4.0359079546373	0.0	4.5013781332454075	2.763949785017444	0.0	2.8979518386902305	6.530636725523923	0.0	4.258387850970103	3.5789431339630022	0.0	4.638268909200151	4.66506016099634	3.9848668705635104	4.293607182297027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gb|c05399_NODE_53...region001|GC_DNA--Entryname=betalactone--OS=5399_length_8664_cov_4_949007--SMASHregion=region001--NR=9--BG=4	0.0	0.0	0.1989119702699372	0.0	0.872734698093939	0.0	3.9660379256531875	3.9383137496271994	1.1759633193254617	4.694279250783074	0.9787967274045012	0.0	1.5052641738899921	6.518133268302942	0.0	2.0143369402469995	6.473722830227332	0.0	4.992373668219278	5.782768657367947	1.1499718025174752	4.656936729437743	0.0	0.28252851735932333	0.8624484087536951	0.28820212825316704	0.0	0.3026403735302679	0.7118626631758456	1.1838203418918496	0.8070191477372068	0.0	0.0	0.0	0.0
gb|c05417_NODE_54...region001|GC_DNA--Entryname=phosphonate--OS=5417_length_9391_cov_14_495073--SMASHregion=region001--NR=3--BG=2	3.6147810492261385	3.3070287603947177	4.827422109273277	3.282830775780539	0.0	0.0	1.4484398988760685	1.4578059296692847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8930863063303607	0.0	0.0	0.0	3.362111899610052	5.634269392579135	4.0466649294585615	4.697291125206139	3.960461532979881	4.385952815895207	4.323181096126172	4.09444117035798	4.206270532728025	0.0	0.0	0.0
gb|c05484_NODE_54...region001|GC_DNA--Entryname=terpene--OS=5484_length_8703_cov_26_827012--SMASHregion=region001--NR=5--BG=5	4.798199565194054	5.050488122383352	5.476953297397391	1.2557915304570404	1.1942650393546115	0.0	2.356836997060656	1.2559718014962273	0.0	0.0	1.3246996564686069	0.0	0.0	0.0	0.0	1.7467490583178824	1.3851355269703305	0.0	1.9460236506238362	2.139438047302863	1.8153797307616206	2.3926949496912746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gb|c05488_NODE_54...region001|GC_DNA--Entryname=ectoine--OS=5488_length_8700_cov_9_023944--SMASHregion=region001--NR=1	0.0	0.0	0.0	0.0	4.57227121998297	0.0	3.796085449215793	2.5453090247481795	0.0	3.184678308292936	4.808564126934315	0.0	3.110915325342314	4.529928458052552	0.0	4.594218697993534	3.66283681167898	0.0	3.9209959803077825	3.57950203529994	4.339590780115433	4.375133773676642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gb|c05509_NODE_55...region001|GC_DNA--Entryname=other--OS=5509_length_9326_cov_4_051666--SMASHregion=region001--NR=1	0.5310189618580071	1.5922994457440929	1.0901391641506684	0.39048039980779337	3.271289028098975	0.0	2.899639094368426	3.3242349642990447	0.0	3.7437197510699756	4.822545402703563	0.0	4.8138663763688925	3.328364456428474	0.0	3.342743234978926	3.2176588353435616	0.0	3.9123244038270957	3.507559125400586	3.6835685973244074	3.305383470618603	0.0	2.645323692417165	1.8866971330259286	1.789163951242992	1.5637649360353967	2.5511653196412714	1.7493060782132763	2.1324210042048026	1.9814603180603396	1.5944027038985764	0.0	0.0	0.0
gb|c05597_NODE_55...region001|GC_DNA--Entryname=betalactone--OS=5597_length_8593_cov_66_992621--SMASHregion=region001--NR=26--BG=19	8.490683487464779	8.86660010693297	8.571855378612254	8.310327444171708	0.0	0.0	2.133189239873298	0.0	0.0	0.0	1.5132084517522948	0.0	2.6481337181221614	0.0	0.0	1.5536627227878044	0.0	0.0	0.0	1.4216402462816198	0.0	2.1676059169137765	0.0	7.72616146777128	1.3576970628753413	7.881664523213434	5.979706344011393	0.0	7.723835641179981	4.565209611515436	5.578152652041643	5.479034169571285	0.0	0.0	0.0
gb|c05610_NODE_56...region001|GC_DNA--Entryname=NRPS-like--OS=5610_length_10027_cov_29_905435--SMASHregion=region001--NR=11--BG=9	3.5031432596905154	5.76857241609109	4.888288141861682	1.959343008752141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.604818241369603	1.8636894525688859	1.94614061894793	10.848860779035672	7.863676396124821	8.373533140124472	0.0	9.7701623747039	8.522608197920608	0.0	0.0	0.0
gb|c05630_NODE_56...region001|GC_DNA--Entryname=lassopeptide--OS=5630_length_8488_cov_6_957073--SMASHregion=region001--NR=18--BG=10	0.0	8.672040311300742	4.0973303134206285	9.430654126174348	0.0	0.0	1.9420942329405366	0.0	0.0	2.9890831596653644	0.0	0.0	0.0	0.0	0.0	5.199312105733302	2.115891151883405	0.0	4.225443529796843	0.0	0.0	0.0	0.0	0.0	3.148907838987942	3.249153629173614	4.4495954543124	3.319135638233973	1.8981241748719326	0.0	3.4079210686145167	1.9524235980275837	0.0	0.0	0.0
gb|c05678_NODE_56...region001|GC_DNA--Entryname=NRPS-like--OS=5678_length_9175_cov_3_810417--SMASHregion=region001--NR=7--BG=4	2.6584977414675923	4.509396999795204	3.1970927397453024	1.7968874317538597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.354144306666013	6.128460164763953	7.939197752375984	8.027791260617315	7.3014277458488	9.057529100255394	7.319655901338894	5.9325423525497385	6.184704732676367	0.0	0.0	0.0
gb|c05726_NODE_57...region001|GC_DNA--Entryname=terpene--OS=5726_length_10156_cov_6_482427--SMASHregion=region001--NR=12--BG=6	0.0	0.0	0.0	0.0	2.490035105077807	0.0	3.3263213577632755	3.2162898636543904	0.0	0.0	1.4844065874493766	0.0	1.434430600249622	2.328118823665936	0.0	2.7290465652231957	3.650344966225453	0.0	3.25135638885377	2.341857064621204	2.0037655919078254	2.604014027960741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gb|c05860_NODE_58...region001|GC_DNA--Entryname=terpene--OS=5860_length_8276_cov_4_546162--SMASHregion=region001--NR=14--BG=12	0.0	0.0	0.9083805839478284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.273372964334016	4.693319370423128	4.621169165548936	4.80742943925615	5.4338898073588116	5.649426032250058	5.321135877022079	5.133001054906173	4.598784495288271	0.0	0.0	0.0
gb|c05970_NODE_59...region001|GC_DNA--Entryname=ectoine--OS=5970_length_9719_cov_9_412562--SMASHregion=region001--NR=3--BG=2	5.311034075504406	4.263843006648982	5.028910401940392	4.8910589860680735	1.333850011456577	0.0	0.8568307142365996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9463921960867169	0.9645220397849547	0.0	0.0	0.8512757643004376	1.6918092227133474	0.0	0.0	1.7548430011313978	4.030657953188938	1.7771621463125329	5.387158496834598	2.510365124028016	4.799397492112931	1.7342245229764586	2.974118496360599	4.01348619056511	0.0	3.565028361388464	0.0
gb|c06035_NODE_60...region001|GC_DNA--Entryname=bacteriocin--OS=6035_length_9663_cov_4_378435--SMASHregion=region001--NR=6--BG=5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.196044892366064	5.111692781826754	1.2140983185238725	3.9291329357739975	1.9208840797340456	3.10703055178204	2.7428429141821864	4.058436087415833	1.8764735508193875	0.0	0.0	0.0
gb|c06105_NODE_61...region001|GC_DNA--Entryname=NRPS-like--OS=6105_length_9818_cov_4_884257--SMASHregion=region001--NR=8--BG=5	1.8714399676426408	2.1508584465815552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.032061383207306	0.0	0.0	2.6770651240791077	1.5541576136950521	2.179105063422123	0.0	1.619758580986269	1.5144239053912492	0.0	0.0	0.0
gb|c06194_NODE_61...region001|GC_DNA--Entryname=NRPS-like--OS=6194_length_8125_cov_4_067162--SMASHregion=region001--NR=1	0.0	0.0	0.0	0.0	3.615773192013071	0.0	4.425379495493824	4.5966595202738105	0.0	2.153566096514189	6.149984742198678	0.0	5.161867702367061	0.0	0.0	0.0	0.0	0.0	0.4506866431822791	0.0	2.1896616080164826	2.608745441445268	0.9191304015143383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gb|c06214_NODE_62...region001|GC_DNA--Entryname=terpene--OS=6214_length_8946_cov_9_111124--SMASHregion=region001--NR=1	0.0	0.0	0.0	0.0	4.31815262727761	0.0	4.551905745065192	4.604983957679291	0.0	3.532679518615581	5.477743276631246	0.0	5.282700187228007	4.52361094817809	0.0	4.217296418419245	3.5745105618988915	0.0	4.296468157750614	4.416523656596005	4.265598190997534	4.4047013203415375	0.0	0.0	0.1991540373566218	0.0	0.39368462417687206	0.0	0.0	0.0	0.0	0.21656092684906467	0.0	0.0	0.0
gb|c06249_NODE_62...region001|GC_DNA--Entryname=terpene--OS=6249_length_8004_cov_2_894075--SMASHregion=region001--NR=2	0.0	0.0	0.0	0.0	3.674166178540298	0.0	3.2638541559719148	2.9786873505285296	0.0	3.8647258523634553	0.0	0.0	0.0	3.0046338231837972	0.0	4.120484041718962	4.254470945438708	0.0	2.7188569439382757	3.6702698408295493	3.5665105588800965	4.047056305579918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gb|c06255_NODE_62...region001|GC_DNA--Entryname=thiopeptide--OS=6255_length_8731_cov_8_487782--SMASHregion=region001--NR=9--BG=6	7.996489513357236	3.069943455684589	5.984142697517302	6.423872338750929	0.0	0.0	0.9915919054937464	0.9989451616364976	0.0	1.1417334042885978	1.058214143428634	0.0	0.0	0.0	0.0	2.4643854445319437	2.162944798634865	0.0	1.60981971806264	0.9854248551001299	0.9306235643121872	1.603392852954735	0.0	3.706955591844584	2.9710052633367776	4.266224744037954	3.6552949038591893	4.376861412961186	4.808680487744166	4.703169482282844	4.575475777224852	3.24531525636687	4.262058249933317	0.0	0.0
gb|c06331_NODE_63...region001|GC_DNA--Entryname=NRPS-like--OS=6331_length_8649_cov_4_942751--SMASHregion=region001--NR=3--BG=3	0.0	0.0	0.0	0.0	3.3785546003927687	0.0	3.6665341742004807	4.066754745164976	0.0	2.3447613044456426	5.6203247136415255	0.0	5.15629827086449	3.6550277880294293	0.0	2.6073240185049746	0.0	0.0	0.0	2.8227227799725583	4.198733109050634	2.1527722821580846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gb|c06353_NODE_63...region001|GC_DNA--Entryname=terpene--OS=6353_length_8845_cov_3_874061--SMASHregion=region001--NR=25--BG=13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.800107121673015	5.018706414391974	3.805997772191805	0.0	0.0	1.5466428239553867	4.5839418161191485	3.970412502942564	0.0	0.0	0.0	0.0
gb|c06419_NODE_64...region001|GC_DNA--Entryname=terpene--OS=6419_length_9247_cov_8_841275--SMASHregion=region001--NR=4--BG=3	0.0	0.0	0.0	0.0	0.0	0.0	4.381642571733448	4.6823448018392515	0.0	0.94986407317285	4.750140289829036	0.0	4.718634863650039	1.5207899541608831	0.0	2.640300156877683	2.67179519445435	0.0	2.3108973350593267	2.009671997005275	0.7653116047274405	2.3032618878748274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gb|c06468_NODE_64...region001|GC_DNA--Entryname=terpene--OS=6468_length_7833_cov_8_796477--SMASHregion=region001--NR=18--BG=8	0.0	0.0	0.0	0.0	5.129630784295592	0.0	4.202585407566115	3.4933264930651586	0.0	5.660860647590558	3.1610597952745696	0.0	2.0034463444703605	4.6936308949117524	0.0	4.495749072066326	4.301833834885013	0.0	4.363344704947221	5.72214262783748	4.640619953252121	5.611301020821705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gb|c06482_NODE_64...region001|GC_DNA--Entryname=terpene--OS=6482_length_8521_cov_43_746634--SMASHregion=region001--NR=1	0.0	0.0	0.0	0.0	1.5333393607367938	0.0	5.5996027307510525	5.710956317805963	0.0	0.865713601403533	7.7402139690906235	0.9016344063735925	7.33380539218974	5.204945210867329	0.0	1.548370889008246	1.3675794097587894	0.0	0.0	2.224370082027257	1.1603210939831174	0.43011153828183196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gb|c06517_NODE_65...region001|GC_DNA--Entryname=terpene--OS=6517_length_8239_cov_3_438661--SMASHregion=region001--NR=2	0.0	0.0	0.0	0.0	2.7820286825708505	0.0	1.9209289309159465	2.5672535147533218	0.0	1.8282871010271244	2.267394573813263	0.0	2.4154625262785983	0.0	0.0	2.065296575798585	0.4942785657658633	0.0	1.2906999623482043	1.91178930456047	2.884934898070825	1.4834320191668453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gb|c06517_NODE_65...region001|GC_DNA--Entryname=terpene--OS=6517_length_8737_cov_3_665169--SMASHregion=region001--NR=2	0.0	0.0	0.0	0.0	4.2837089414236145	0.0	2.485092872661411	1.7324815212855933	0.0	3.65852434935094	0.7819227446296183	0.0	1.8973229673478356	3.4668524126317206	0.0	4.001643242395197	2.676844367174826	0.0	2.764916249547568	3.33892102093586	3.040406087762983	3.5237214871287468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gb|c06520_NODE_65...region001|GC_DNA--Entryname=NRPS-like--OS=6520_length_9485_cov_4_800848--SMASHregion=region001--NR=29--BG=19	8.28789029870037	4.493999069301977	5.080558413689121	7.389005978321096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.585518187776422	2.6750133440313815	2.023993933911088	0.0	4.7130404669257135	0.0	0.0	0.0	0.0
gb|c06527_NODE_65...region001|GC_DNA--Entryname=terpene--OS=6527_length_8557_cov_10_025523--SMASHregion=region001--NR=8--BG=7	6.962880536453336	1.776680125991471	7.114041485204894	3.5208607365226774	0.0	0.0	0.0	0.0	0.0	0.0	1.9411495404652146	0.0	0.0	2.0621697644684627	0.0	0.0	3.3401463896262196	0.0	1.88456872789518	0.0	0.0	0.0	0.0	4.320889000937333	5.5383678413135105	1.842978117888398	4.788303151662466	5.07786959842202	3.7486138696539784	3.8720427784815814	3.288604759408017	3.146679123995989	0.0	0.0	0.0
gb|c06583_NODE_65...region001|GC_DNA--Entryname=terpene--OS=6583_length_8702_cov_4_234879--SMASHregion=region001--NR=2	0.0	0.0	0.0	0.0	5.342569357783123	0.0	1.988484774237867	2.5844465862753694	0.0	2.0774321418574275	2.681979557257093	0.0	2.76858027929512	2.212564079935699	0.0	1.3264590460324874	0.8268031531939952	0.0	3.204303139587224	4.636265193713612	4.601732840658077	3.9968388241409483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gb|c06591_NODE_65...region001|GC_DNA--Entryname=terpene--OS=6591_length_9119_cov_4_816527--SMASHregion=region001--NR=19--BG=12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.200035812904921	2.8469207547636395	2.1205197994492098	3.2025890802215233	0.0	0.0	1.3812465278038135	0.0	0.0	0.0	0.0	0.0
gb|c06625_NODE_66...region001|GC_DNA--Entryname=terpene--OS=6625_length_8619_cov_3_587342--SMASHregion=region001--NR=1	0.0	0.0	0.0	0.0	2.0432331396819445	0.0	3.6990111984844694	3.675134111425292	0.0	2.219714578614871	4.668490969398272	0.0	3.7099565494939446	2.4556337470718237	0.0	1.5375349070250115	1.7414044761470993	0.0	1.6201367320993652	2.403688123810019	2.6992470718856794	1.9057773422949273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gb|c06677_NODE_66...region001|GC_DNA--Entryname=NRPS-like--OS=6677_length_7804_cov_8_448058--SMASHregion=region001--NR=9--BG=6	3.7779404276398636	3.496443095575753	3.6705639025828036	3.3051056342800993	1.6142301915983435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.525782619268321	7.897349859628176	5.858934383461754	4.421541430916792	3.3593171473986243	4.932406582788053	6.480976148627592	6.591575128616924	7.625651090120069	0.0	0.0	0.0
gb|c06817_NODE_68...region001|GC_DNA--Entryname=hglE-KS--OS=6817_length_8500_cov_12_845708--SMASHregion=region001--NR=2--BG=2	0.0	0.0	0.0	0.0	5.047177057853504	0.0	5.164249493826801	6.236891068969074	0.0	1.3816509119363238	7.068728551680765	0.0	6.571791883075	0.852366469618908	0.0	1.7027978251785305	1.3465700781242134	0.0	0.0	1.8513056956048952	3.491891867131688	4.271537631148714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gb|c06887_NODE_68...region001|GC_DNA--Entryname=betalactone--OS=6887_length_8457_cov_5_955606--SMASHregion=region001--NR=1	0.0	0.0	0.15468343713189403	0.0	4.742544550456148	0.0	4.882924954958454	5.126867324861028	0.0	4.44039289335381	5.545636614366382	0.0	6.7310083075965865	4.625767056825616	0.0	4.175286267742662	3.9383791002786124	0.0	4.373546164623616	3.8869532007272576	4.297651798287543	4.436162560152832	0.8921949698709734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gb|c06910_NODE_69...region001|GC_DNA--Entryname=terpene--OS=6910_length_8442_cov_6_447121--SMASHregion=region001--NR=1	0.0	0.0	0.0	0.0	0.0	0.0	2.13736357345134	2.4501889053019843	0.0	0.0	1.3156364499875983	0.0	2.6526774440381993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gb|c06963_NODE_69...region001|GC_DNA--Entryname=terpene--OS=6963_length_7626_cov_4_306961--SMASHregion=region001--NR=1	0.0	0.0	0.0	0.8157729623818633	0.435966012389148	0.0	2.133235362280581	2.1446402952778794	0.0	0.0	2.924830078393244	0.0	3.318524269025155	2.487676588980186	0.0	0.5161709650609161	0.0	0.0	1.1190598723749912	0.0	0.0	1.3518586705568523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gb|c07009_NODE_70...region001|GC_DNA--Entryname=terpene--OS=7009_length_7876_cov_9_684951--SMASHregion=region001--NR=20--BG=10	1.8928774316051777	2.173704313104704	1.8089210291849072	0.0	3.5307568157604874	0.0	3.6160296020552245	3.3896786846927234	0.0	3.8822474366809407	0.0	0.0	2.2906730950534904	3.8866432592475326	0.0	4.95577838825702	5.627518071579146	0.0	4.3564543238638205	4.853568549535195	4.043138603671558	5.568440806408329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gb|c07040_NODE_70...region001|GC_DNA--Entryname=T1PKS--OS=7040_length_9100_cov_16_518850--SMASHregion=region001--NR=24--BG=14	0.0	0.0	0.0	3.334300345329236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.174754100883199	4.69512455117834	8.182067811153612	3.2924324918614274	3.9269307437806593	5.316059791767453	5.1461865856642195	5.692297922882267	4.260474745604803	0.0	0.0	0.0
gb|c07111_NODE_71...region001|GC_DNA--Entryname=terpene--OS=7111_length_8071_cov_18_020584--SMASHregion=region001--NR=10--BG=10	5.787083121818584	6.228629251445887	6.678244579454059	6.4556521962169215	4.139040648821854	0.0	3.398492151763826	3.58745526808599	0.0	4.7882219200195	3.316051392267586	0.0	2.7347491815931315	0.0	0.0	5.263263036595311	4.896854804293726	0.0	4.563719563658133	5.553476129838966	4.554660478361068	5.8391705010976	0.0	0.7359211958125544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gb|c07114_NODE_71...region001|GC_DNA--Entryname=NRPS-like--OS=7114_length_7535_cov_6_273262--SMASHregion=region001--NR=1	0.0	0.0	0.0	0.0	3.635345093517643	0.0	4.621434687641353	4.843238281386236	0.0	4.3263673883190945	5.932186058456828	0.0	5.608636912004374	3.4933499236249705	0.0	3.941719593034615	2.6693718775356317	0.0	3.495755981850334	2.5628972526183835	4.032415659361076	2.8648544066833157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gb|c07156_NODE_71...region001|GC_DNA--Entryname=bacteriocin--OS=7156_length_7796_cov_10_578607--SMASHregion=region001--NR=18--BG=9	1.9845625616303992	4.331682813561363	3.9378412089420465	2.3595096940474756	6.048709496570642	0.0	4.423172941577812	4.903517127313136	0.0	6.042521181822245	4.241762487807781	0.0	3.778962824396823	5.360296772115353	0.0	5.89355478975602	5.98604070540011	0.0	6.107451036332202	6.558893325199543	6.21198463607314	6.265604160034955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gb|c07182_NODE_71...region001|GC_DNA--Entryname=terpene--OS=7182_length_8301_cov_5_675115--SMASHregion=region001--NR=8--BG=6	7.457819351429024	3.78074824682871	4.895927978462009	3.5007269511823256	1.6454624179275361	0.0	0.0	1.7197071453973205	0.0	2.98700342881127	0.0	0.0	0.0	1.2571235755796808	0.0	1.846011334783997	2.661414370901368	0.0	2.1812300768894555	0.0	0.0	3.373705365704853	0.0	0.0	0.0	0.6473332469257805	1.687235232829354	0.0	0.0	0.0	0.713598182334936	0.0	0.0	0.0	0.0
gb|c07203_NODE_72...region001|GC_DNA--Entryname=NRPS-like--OS=7203_length_8284_cov_7_928181--SMASHregion=region001--NR=12--BG=6	0.0	0.0	0.0	0.0	5.1978709620116375	0.0	4.397848607542609	4.313825136900236	0.0	5.347855515587556	0.0	0.0	0.0	5.649134418415536	0.0	5.02939073192755	1.7810702071355593	0.0	4.585139653180279	0.0	3.9634993255560724	4.850474840802339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gb|c07216_NODE_72...region001|GC_DNA--Entryname=NRPS-like--OS=7216_length_7473_cov_6_369911--SMASHregion=region001--NR=3--BG=3	0.0	0.0	0.0	0.0	3.024090515108738	0.0	4.019751035939492	5.027167962507914	0.0	0.0	6.490160589331774	0.0	6.888835196906104	1.6187466520550053	0.0	1.5523935567599791	0.0	0.0	1.4623997071602037	1.4204339406754447	1.35071774296799	1.456310494158585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gb|c07230_NODE_72...region001|GC_DNA--Entryname=terpene--OS=7230_length_7994_cov_8_373599--SMASHregion=region001--NR=2--BG=2	0.0	0.0	0.0	0.0	3.636992858156988	0.0	3.465941012794588	3.382367875543493	0.0	2.171498059994825	5.275467071389141	0.0	5.626107244837679	0.0	0.0	2.0982844168029193	0.0	0.0	0.0	2.5805681392978035	2.101115348596025	1.9859176750276717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gb|c07303_NODE_73...region001|GC_DNA--Entryname=lassopeptide--OS=7303_length_8654_cov_6_228864--SMASHregion=region001--NR=11--BG=10	4.994612729139472	4.831568323936758	8.50178767052438	5.779552396212418	4.211015306139492	0.0	3.5458165495465335	0.0	0.0	2.9102531756946544	0.0	0.0	0.0	0.0	0.0	0.0	3.75775314787229	0.0	1.9151378534869277	3.5344518204930995	3.431597549420885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3344069638693976	0.0	0.0	0.0
gb|c07306_NODE_73...region001|GC_DNA--Entryname=NRPS--OS=7306_length_8183_cov_4_698081--SMASHregion=region001--NR=3--BG=3	0.0	0.0	0.0	0.0	3.2170955657385143	0.0	4.917079919351424	5.110088597916189	0.0	1.6604305452210713	6.54809076881137	0.0	7.077171272162086	1.0594186473197833	0.0	2.5991172632017476	0.0	0.0	1.9095679297888724	3.5814037428885475	3.251138253168394	3.053685916309524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gb|c07533_NODE_75...region001|GC_DNA--Entryname=terpene--OS=7533_length_7303_cov_6_474890--SMASHregion=region001--NR=4--BG=3	0.0	0.0	0.0	0.0	3.226644128651161	0.0	3.9876512474918777	4.24942369529732	0.0	4.565539134428155	5.463808021032633	0.0	5.305099571306993	4.570055411532916	0.0	4.772596865465902	4.716009092723176	0.0	4.038299256500479	4.857909311078298	3.729408113466315	3.1150692647718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gb|c07537_NODE_75...region001|GC_DNA--Entryname=terpene--OS=7537_length_7951_cov_4_578521--SMASHregion=region001--NR=12--BG=6	0.0	0.0	0.0	0.0	1.9134677218244587	0.0	2.4402532935840733	3.3140824798679183	0.0	4.71258736332139	0.0	0.0	0.0	2.2062148291215076	0.0	3.4752263514473496	4.842931099571981	0.0	4.757297997249142	4.693383264147082	3.5635847428559857	4.4794344269905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gb|c07544_NODE_75...region001|GC_DNA--Entryname=hserlactone--OS=7544_length_7301_cov_5_941347--SMASHregion=region001--NR=1	0.0	0.0	0.0	0.0	0.0	0.0	2.3018388122675515	1.578037112848039	0.0	0.0	3.7531067432272183	0.0	3.1942536339425045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
